REGIONE,Candidato,PREFERENZE
ABRUZZO,MICHELE ABBATICCHIO,178
ABRUZZO,KATIA ACQUAVIVA,4
ABRUZZO,FRANCESCO ADAMO,5
ABRUZZO,RAFFAELLO ADESSO,64
ABRUZZO,ISABELLA ADINOLFI,335
ABRUZZO,DANIELA AIUTO,965
ABRUZZO,CROCIFISSO ALOISI,30
ABRUZZO,CIRO AMALFI,142
ABRUZZO,APOLLONIA AMATI,11
ABRUZZO,MONICA AMICI,11
ABRUZZO,ORLANDO AMODEO,155
ABRUZZO,ILARIA ANTELMI,947
ABRUZZO,DOMENICO AQUINO,18
ABRUZZO,SILVANA ARBIA,22
ABRUZZO,VIOLETTA ARCURI,1443
ABRUZZO,MICHELA ARRICALE,60
ABRUZZO,FRANCO AUFIERO,2
ABRUZZO,ALESSIA AUGELLO,2
ABRUZZO,LUCA AVAGNINA,37
ABRUZZO,VITO AVALLONE,81
ABRUZZO,ROSARIO ACHILLE AVERSA,158
ABRUZZO,ELIANA BALDO,470
ABRUZZO,GERARTA BALLO,792
ABRUZZO,CARLO BARBANO,3
ABRUZZO,GIUSEPPE BARBARO,67
ABRUZZO,CRISTINA DIANA BARGU,52
ABRUZZO,GIOVANNINA BASTONE,30
ABRUZZO,CARMELA BELLAME,31
ABRUZZO,LAURA BERGAMINI,159
ABRUZZO,SILVIO BERLUSCONI,18041
ABRUZZO,ALDO BERNARDINI,55
ABRUZZO,PIETRO BEVILACQUA,205
ABRUZZO,LAURA BIANCINI,16
ABRUZZO,SARA BONANNO,12
ABRUZZO,GIOVANBATTISTA BONDESAN,34
ABRUZZO,VINCENZO BOTTA,23
ABRUZZO,NICOLA BRIENZA,135
ABRUZZO,ANNUNZIATA BRUNO,41
ABRUZZO,FORTUNATO MARIA CACCIATORE,75
ABRUZZO,STEFANIA CALCAGNO,14
ABRUZZO,DANIELA CALDERANO,436
ABRUZZO,FULVIA MICHELA CALIGIURI,28
ABRUZZO,ISABELLA CAMPANA,48
ABRUZZO,TERESA CANTONE,0
ABRUZZO,LUCA CAPPELLETTI,5
ABRUZZO,NICOLA CAPUANO,733
ABRUZZO,NICOLA CAPUTO,1805
ABRUZZO,DOMENICO CARLUCCI,3
ABRUZZO,ANDREA CAROPPO,940
ABRUZZO,COSIMO DAMIANO CARTELLINO,20
ABRUZZO,MASSIMO CASANOVA,10626
ABRUZZO,LUIGI CATALANO,12
ABRUZZO,SALVATORE CATELLO,22
ABRUZZO,LAURA CAVALIERO,384
ABRUZZO,PAOLA CAVALLETTO,19
ABRUZZO,CRISTIANO CERIELLO,92
ABRUZZO,GIANCARLO CERRELLI,585
ABRUZZO,CATERINA CERRONI,2991
ABRUZZO,LORENZO CESA,2807
ABRUZZO,EMMA CHIAIA,44
ABRUZZO,MARIAGRAZIA CHIUSOLO,128
ABRUZZO,DIEGO AMEDEO CIANCETTA,507
ABRUZZO,LEONARDO CICCOPIEDI,45
ABRUZZO,ANNA CIRIANI,14
ABRUZZO,ADRIANA COLACICCO,32
ABRUZZO,ELVIO COVINO,48
ABRUZZO,ANDREA COZZOLINO,5890
ABRUZZO,ROSARIA CUOMO,19
ABRUZZO,ANTONELLO D'ALOISIO,9814
ABRUZZO,ROSA D'AMATO,975
ABRUZZO,FILOMENA D'ANTINI,46
ABRUZZO,ELEONORA D'ANTONI,13
ABRUZZO,MARGHERITA D'URBANO,2208
ABRUZZO,GIUSTINO D'UVA,55
ABRUZZO,REBECCA DAMIANI,2
ABRUZZO,MARCO DE ANDREIS,57
ABRUZZO,ELISABETTA DE BLASIS,20041
ABRUZZO,BEATRICE DE DONATO,100
ABRUZZO,CIRA DE FALCO,2
ABRUZZO,ALBERTO CLAUDIO DE GIGLIO,286
ABRUZZO,MARIA CRISTINA DE PASCALIS,8
ABRUZZO,SERENA DEL NEGRO,30
ABRUZZO,FLAVIO DEL SOLDATO,10
ABRUZZO,LIVIA DELL'ANNA,29
ABRUZZO,DANILO DELLA VALLE,258
ABRUZZO,KATIA DI LELLA,30
ABRUZZO,LUIGI DI LIBERTO,82
ABRUZZO,LOREDANA DI LORENZO,998
ABRUZZO,ANTIMINA DI MATTEO,298
ABRUZZO,VALERIA DI NINO,14404
ABRUZZO,NICOLA DI PALMA,25
ABRUZZO,PAOLA DI SALVATORE,5343
ABRUZZO,MARCO DI SALVO,76
ABRUZZO,PIERFRANCESCO DI SALVO,12
ABRUZZO,SIMONE DI STEFANO,972
ABRUZZO,ROBERTA DIANA,0
ABRUZZO,FRANCA ROSARIA ESPOSITO,9
ABRUZZO,LUIGI ESPOSITO,90
ABRUZZO,GIOVANNI FABBRIS,283
ABRUZZO,MIRCO FANIZZI,8
ABRUZZO,ANNUNZIATA FARASO,5
ABRUZZO,ENRICO FARINA,301
ABRUZZO,GIULIANA FARINARO,9
ABRUZZO,ASCENZA LOREDANA FASANO,14
ABRUZZO,ROSSELLA  FASULO,14
ABRUZZO,ANGELO FRANCESCO FAZZARI,3
ABRUZZO,ALESSIO FENIELLO,213
ABRUZZO,GIUSEPPE FERRANDINO,3246
ABRUZZO,LAURA FERRARA,1701
ABRUZZO,SARA FERRI,224
ABRUZZO,ROBERTO FIORE,145
ABRUZZO,LUCIA FIRMANI,11
ABRUZZO,RAFFAELE FITTO,3025
ABRUZZO,EMMANUELA FLORINO,33
ABRUZZO,ELEONORA FORENZA,1963
ABRUZZO,ALESSANDRO FUCITO,385
ABRUZZO,MARIO FURORE,551
ABRUZZO,ARNALDO GADOLA,9
ABRUZZO,FRANCESCO GALTIERI,242
ABRUZZO,ALFONSO GAMBARDELLA,3
ABRUZZO,CHIARA MARIA GEMMA,3204
ABRUZZO,MARCELLO GEMMATO,262
ABRUZZO,ELENA GENTILE,1444
ABRUZZO,ISABELLA GENTILE,61
ABRUZZO,STEFANIA GENTILE,1551
ABRUZZO,DANIELA GIANNINI,35
ABRUZZO,VINCENZO GIORDANO,16
ABRUZZO,VALENTINO GRANT,339
ABRUZZO,LUIGI GUBELLO,14
ABRUZZO,FRANCESCO ANTONIO IACUCCI,63
ABRUZZO,GIOVANNI IANNEI,1
ABRUZZO,ANTONIO ILARDI,51
ABRUZZO,VINCENZO IORIO,3
ABRUZZO,LEILA KECHOUD,7086
ABRUZZO,GIUSEPPE LACICERCHIA,35
ABRUZZO,MARIA ROSARIA LAGROTTA,6
ABRUZZO,ANTONINO LAVEGLIA,1
ABRUZZO,FELICE LECCISO,7
ABRUZZO,ANTONELLA LELLA,481
ABRUZZO,VITTORIA LEONE,10
ABRUZZO,MARIA LETIZIA,33
ABRUZZO,ALESSANDRA LEUZZI,5
ABRUZZO,COSIMO LIMARDO,0
ABRUZZO,ANTONIO LUONGO,12
ABRUZZO,FEDERICA LUPI,495
ABRUZZO,GIORGIO MAGLIOCCA,255
ABRUZZO,LUCIA MANCIERO,12
ABRUZZO,SILVJA MANZI,194
ABRUZZO,LUCA MARIOTTO,1
ABRUZZO,ANNA MARRO,484
ABRUZZO,FULVIO MARTUSCIELLO,2068
ABRUZZO,BARBARA MATERA,727
ABRUZZO,MARIO WALTER MAURO,311
ABRUZZO,GERARDOVITOMARIA MAZZA,0
ABRUZZO,STELLA MELE,3056
ABRUZZO,GIORGIA MELONI,14171
ABRUZZO,LUCIANO MONTICELLI,2584
ABRUZZO,ALBERTO MONTORO,12
ABRUZZO,GIUSEPPE MORELLI,28
ABRUZZO,PALMO ANTONINO MOSAICO,3
ABRUZZO,ALBERTO MUSACCHIO,19
ABRUZZO,ALESSANDRA MUSSOLINI,1755
ABRUZZO,CAIO GIULIO CESARE MUSSOLINI,3613
ABRUZZO,ALESSANDRO MUSTILLO,69
ABRUZZO,LUIGI NAPOLITANO,332
ABRUZZO,PAOLA NATALICCHIO,395
ABRUZZO,GENNARO NENNA,7
ABRUZZO,DENIS DOMENICO NESCI,1833
ABRUZZO,LUCIA ANITA NUCERA ,57
ABRUZZO,CATERINA ORONZO,124
ABRUZZO,SALVATORE PACELLA,3
ABRUZZO,CLAUDIA PAGLIARICCIO,555
ABRUZZO,IVANA PALIERI,16
ABRUZZO,MARCO PALLADINO,23
ABRUZZO,LUIGI PANDOLFI,39
ABRUZZO,ROBERTO PANO,11
ABRUZZO,MASSIMO PAOLUCCI,4509
ABRUZZO,RAIMONDO PASQUINO,397
ABRUZZO,ALDO PATRICIELLO,5662
ABRUZZO,ANTONIETTA PECCHIA,93
ABRUZZO,GIUSEPPE PEDA',25
ABRUZZO,PIERNICOLA PEDICINI,1808
ABRUZZO,MARIANO PELUSO,207
ABRUZZO,MAURIZIO PENDENZA,485
ABRUZZO,PATRIZIA PERRONE,15
ABRUZZO,FRANCESCA PESCE,53
ABRUZZO,ANNA PETRONE,217
ABRUZZO,LUIGI ANTONIO PETRONI,166
ABRUZZO,EDUARDO MARIA PICCIRILLI,183
ABRUZZO,LUCIA PICICCI,12
ABRUZZO,GIUSEPPINA PICIERNO,6407
ABRUZZO,MICHELE PINASSI,10
ABRUZZO,ALFONSINO PISICCHIO,109
ABRUZZO,ANTONIO POCCHIA,5
ABRUZZO,FILOMENA POLLINZI,48
ABRUZZO,FRANCESCA ANASTASIA PORPIGLIA,64
ABRUZZO,GIUSEPPE PRENCIPE,0
ABRUZZO,FRANCA PULPITO,113
ABRUZZO,MARIANNA PUZO,21
ABRUZZO,MARIO QUAGLIERI,6166
ABRUZZO,FRANCESCO QUARTARONE,4
ABRUZZO,GIANLUCA RANIERI,16535
ABRUZZO,ANNA TONIA RAVICINI,45
ABRUZZO,CARMELA RESCIGNO,1378
ABRUZZO,MICHELA RESCIGNO,186
ABRUZZO,DANIELA RINALDINI,17
ABRUZZO,MARCO RIZZO,1052
ABRUZZO,ERALDO RIZZUTI,4
ABRUZZO,FRANCO ROBERTI,8126
ABRUZZO,SALVATORE RONGHI,155
ABRUZZO,SIMONA RUSSO,644
ABRUZZO,VINCENZO SACCO,1
ABRUZZO,MATTEO SALVINI,54642
ABRUZZO,SIMONA SAPIGNOLI,361
ABRUZZO,INGRID SATTEL,25
ABRUZZO,LUCIA SBANO,6
ABRUZZO,ALESSANDRA SENATORE,574
ABRUZZO,NADIA SGRO,94
ABRUZZO,ALESSANDRA SICILIANO,13
ABRUZZO,SERGIO PAOLO FRANCESCO SILVESTRIS,1136
ABRUZZO,VINCENZO SOFO,537
ABRUZZO,EMMANUELE SOMMA,8
ABRUZZO,CARMINE SPIAGGIA,11
ABRUZZO,CRISTINA SPINELLI,4
ABRUZZO,EMMA STAINE,80
ABRUZZO,INNOCENZA ANNA STARACE,32
ABRUZZO,SILVIA STEFANI,46
ABRUZZO,ELEONORA STOMEO,39
ABRUZZO,IVAN STOMEO,1746
ABRUZZO,ROSARIA TALARICO,5
ABRUZZO,RAFFAELLA TANDOI,2
ABRUZZO,LAURA TERRANA,6
ABRUZZO,GIUSEPPINA TESORIERO,1
ABRUZZO,ANTONIO TISCI,106
ABRUZZO,LOREDANA TOMACIELLO,3
ABRUZZO,AURELIO TOMMASETTI,1065
ABRUZZO,UGO TOZZI,91
ABRUZZO,EMANUELA TRIMARCHI,161
ABRUZZO,MICHELINA TUMMOLO,2
ABRUZZO,GIUSEPPE VENTURA,17
ABRUZZO,MARIANGELA VERARDI,33
ABRUZZO,MARIELLA VERDOLIVA,112
ABRUZZO,LUCREZIA VINCI,158
ABRUZZO,VALERIA VOTANO,64
ABRUZZO,LUCIA VUOLO,608
ABRUZZO,LUISANTONIO ZANIN,22
ABRUZZO,FELICE ZINGARELLI,13
ABRUZZO,MARGHERITA ANTONIA ZUMBO,1
VALLE D'AOSTA,MARCO GHELLER,15
BASILICATA,MICHELE ABBATICCHIO,475
BASILICATA,KATIA ACQUAVIVA,14
BASILICATA,FRANCESCO ADAMO,6
BASILICATA,RAFFAELLO ADESSO,70
BASILICATA,ISABELLA ADINOLFI,1186
BASILICATA,DANIELA AIUTO,72
BASILICATA,CROCIFISSO ALOISI,32
BASILICATA,CIRO AMALFI,65
BASILICATA,APOLLONIA AMATI,4
BASILICATA,MONICA AMICI,4
BASILICATA,ORLANDO AMODEO,82
BASILICATA,ILARIA ANTELMI,521
BASILICATA,DOMENICO AQUINO,229
BASILICATA,SILVANA ARBIA,1018
BASILICATA,VIOLETTA ARCURI,34
BASILICATA,MICHELA ARRICALE,26
BASILICATA,FRANCO AUFIERO,0
BASILICATA,ALESSIA AUGELLO,1
BASILICATA,LUCA AVAGNINA,13
BASILICATA,VITO AVALLONE,511
BASILICATA,ROSARIO ACHILLE AVERSA,195
BASILICATA,ELIANA BALDO,409
BASILICATA,GERARTA BALLO,2795
BASILICATA,CARLO BARBANO,1
BASILICATA,GIUSEPPE BARBARO,140
BASILICATA,CRISTINA DIANA BARGU,19
BASILICATA,GIOVANNINA BASTONE,19
BASILICATA,CARMELA BELLAME,66
BASILICATA,LAURA BERGAMINI,43
BASILICATA,SILVIO BERLUSCONI,7795
BASILICATA,ALDO BERNARDINI,6
BASILICATA,PIETRO BEVILACQUA,173
BASILICATA,LAURA BIANCINI,10
BASILICATA,SARA BONANNO,1
BASILICATA,GIOVANBATTISTA BONDESAN,69
BASILICATA,VINCENZO BOTTA,28
BASILICATA,NICOLA BRIENZA,310
BASILICATA,ANNUNZIATA BRUNO,42
BASILICATA,FORTUNATO MARIA CACCIATORE,81
BASILICATA,STEFANIA CALCAGNO,11
BASILICATA,DANIELA CALDERANO,5984
BASILICATA,FULVIA MICHELA CALIGIURI,97
BASILICATA,ISABELLA CAMPANA,28
BASILICATA,TERESA CANTONE,2
BASILICATA,LUCA CAPPELLETTI,1
BASILICATA,NICOLA CAPUANO,17
BASILICATA,NICOLA CAPUTO,2011
BASILICATA,DOMENICO CARLUCCI,2
BASILICATA,ANDREA CAROPPO,1071
BASILICATA,COSIMO DAMIANO CARTELLINO,5
BASILICATA,MASSIMO CASANOVA,2243
BASILICATA,LUIGI CATALANO,6
BASILICATA,SALVATORE CATELLO,6
BASILICATA,LAURA CAVALIERO,3
BASILICATA,PAOLA CAVALLETTO,18
BASILICATA,CRISTIANO CERIELLO,89
BASILICATA,GIANCARLO CERRELLI,101
BASILICATA,CATERINA CERRONI,3716
BASILICATA,LORENZO CESA,1385
BASILICATA,EMMA CHIAIA,28
BASILICATA,MARIAGRAZIA CHIUSOLO,468
BASILICATA,DIEGO AMEDEO CIANCETTA,1
BASILICATA,LEONARDO CICCOPIEDI,7
BASILICATA,ANNA CIRIANI,7
BASILICATA,ADRIANA COLACICCO,28
BASILICATA,ELVIO COVINO,107
BASILICATA,ANDREA COZZOLINO,3445
BASILICATA,ROSARIA CUOMO,10
BASILICATA,ANTONELLO D'ALOISIO,14
BASILICATA,ROSA D'AMATO,2979
BASILICATA,FILOMENA D'ANTINI,308
BASILICATA,ELEONORA D'ANTONI,2
BASILICATA,MARGHERITA D'URBANO,28
BASILICATA,GIUSTINO D'UVA,4
BASILICATA,REBECCA DAMIANI,2
BASILICATA,MARCO DE ANDREIS,20
BASILICATA,ELISABETTA DE BLASIS,171
BASILICATA,BEATRICE DE DONATO,143
BASILICATA,CIRA DE FALCO,5
BASILICATA,ALBERTO CLAUDIO DE GIGLIO,544
BASILICATA,MARIA CRISTINA DE PASCALIS,5
BASILICATA,SERENA DEL NEGRO,32
BASILICATA,FLAVIO DEL SOLDATO,2
BASILICATA,LIVIA DELL'ANNA,21
BASILICATA,DANILO DELLA VALLE,68
BASILICATA,KATIA DI LELLA,2
BASILICATA,LUIGI DI LIBERTO,29
BASILICATA,LOREDANA DI LORENZO,39
BASILICATA,ANTIMINA DI MATTEO,127
BASILICATA,VALERIA DI NINO,269
BASILICATA,NICOLA DI PALMA,112
BASILICATA,PAOLA DI SALVATORE,187
BASILICATA,MARCO DI SALVO,9
BASILICATA,PIERFRANCESCO DI SALVO,3
BASILICATA,SIMONE DI STEFANO,225
BASILICATA,ROBERTA DIANA,0
BASILICATA,FRANCA ROSARIA ESPOSITO,49
BASILICATA,LUIGI ESPOSITO,46
BASILICATA,GIOVANNI FABBRIS,2818
BASILICATA,MIRCO FANIZZI,37
BASILICATA,ANNUNZIATA FARASO,1
BASILICATA,ENRICO FARINA,541
BASILICATA,GIULIANA FARINARO,7
BASILICATA,ASCENZA LOREDANA FASANO,84
BASILICATA,ROSSELLA  FASULO,94
BASILICATA,ANGELO FRANCESCO FAZZARI,1
BASILICATA,ALESSIO FENIELLO,10
BASILICATA,GIUSEPPE FERRANDINO,6307
BASILICATA,LAURA FERRARA,3833
BASILICATA,SARA FERRI,154
BASILICATA,ROBERTO FIORE,60
BASILICATA,LUCIA FIRMANI,2
BASILICATA,RAFFAELE FITTO,3666
BASILICATA,EMMANUELA FLORINO,49
BASILICATA,ELEONORA FORENZA,1141
BASILICATA,ALESSANDRO FUCITO,388
BASILICATA,MARIO FURORE,1250
BASILICATA,ARNALDO GADOLA,8
BASILICATA,FRANCESCO GALTIERI,2722
BASILICATA,ALFONSO GAMBARDELLA,29
BASILICATA,CHIARA MARIA GEMMA,5342
BASILICATA,MARCELLO GEMMATO,613
BASILICATA,ELENA GENTILE,1661
BASILICATA,ISABELLA GENTILE,1378
BASILICATA,STEFANIA GENTILE,568
BASILICATA,DANIELA GIANNINI,13
BASILICATA,VINCENZO GIORDANO,7
BASILICATA,VALENTINO GRANT,766
BASILICATA,LUIGI GUBELLO,7
BASILICATA,FRANCESCO ANTONIO IACUCCI,275
BASILICATA,GIOVANNI IANNEI,3
BASILICATA,ANTONIO ILARDI,65
BASILICATA,VINCENZO IORIO,3
BASILICATA,LEILA KECHOUD,114
BASILICATA,GIUSEPPE LACICERCHIA,1804
BASILICATA,MARIA ROSARIA LAGROTTA,56
BASILICATA,ANTONINO LAVEGLIA,160
BASILICATA,FELICE LECCISO,2
BASILICATA,ANTONELLA LELLA,829
BASILICATA,VITTORIA LEONE,17
BASILICATA,MARIA LETIZIA,20
BASILICATA,ALESSANDRA LEUZZI,3
BASILICATA,COSIMO LIMARDO,1
BASILICATA,ANTONIO LUONGO,17
BASILICATA,FEDERICA LUPI,2
BASILICATA,GIORGIO MAGLIOCCA,189
BASILICATA,LUCIA MANCIERO,10
BASILICATA,SILVJA MANZI,97
BASILICATA,LUCA MARIOTTO,0
BASILICATA,ANNA MARRO,242
BASILICATA,FULVIO MARTUSCIELLO,528
BASILICATA,BARBARA MATERA,763
BASILICATA,MARIO WALTER MAURO,367
BASILICATA,GERARDOVITOMARIA MAZZA,3
BASILICATA,STELLA MELE,257
BASILICATA,GIORGIA MELONI,7323
BASILICATA,LUCIANO MONTICELLI,4
BASILICATA,ALBERTO MONTORO,5
BASILICATA,GIUSEPPE MORELLI,29
BASILICATA,PALMO ANTONINO MOSAICO,8
BASILICATA,ALBERTO MUSACCHIO,7
BASILICATA,ALESSANDRA MUSSOLINI,554
BASILICATA,CAIO GIULIO CESARE MUSSOLINI,1133
BASILICATA,ALESSANDRO MUSTILLO,15
BASILICATA,LUIGI NAPOLITANO,245
BASILICATA,PAOLA NATALICCHIO,681
BASILICATA,GENNARO NENNA,5
BASILICATA,DENIS DOMENICO NESCI,2913
BASILICATA,LUCIA ANITA NUCERA ,73
BASILICATA,CATERINA ORONZO,4
BASILICATA,SALVATORE PACELLA,1
BASILICATA,CLAUDIA PAGLIARICCIO,6
BASILICATA,IVANA PALIERI,25
BASILICATA,MARCO PALLADINO,4
BASILICATA,LUIGI PANDOLFI,80
BASILICATA,ROBERTO PANO,4
BASILICATA,MASSIMO PAOLUCCI,5031
BASILICATA,RAIMONDO PASQUINO,545
BASILICATA,ALDO PATRICIELLO,1484
BASILICATA,ANTONIETTA PECCHIA,1500
BASILICATA,GIUSEPPE PEDA',243
BASILICATA,PIERNICOLA PEDICINI,15544
BASILICATA,MARIANO PELUSO,151
BASILICATA,MAURIZIO PENDENZA,0
BASILICATA,PATRIZIA PERRONE,18
BASILICATA,FRANCESCA PESCE,61
BASILICATA,ANNA PETRONE,1357
BASILICATA,LUIGI ANTONIO PETRONI,80
BASILICATA,EDUARDO MARIA PICCIRILLI,178
BASILICATA,LUCIA PICICCI,4
BASILICATA,GIUSEPPINA PICIERNO,5332
BASILICATA,MICHELE PINASSI,7
BASILICATA,ALFONSINO PISICCHIO,370
BASILICATA,ANTONIO POCCHIA,8
BASILICATA,FILOMENA POLLINZI,48
BASILICATA,FRANCESCA ANASTASIA PORPIGLIA,31
BASILICATA,GIUSEPPE PRENCIPE,2
BASILICATA,FRANCA PULPITO,320
BASILICATA,MARIANNA PUZO,21
BASILICATA,MARIO QUAGLIERI,15
BASILICATA,FRANCESCO QUARTARONE,11
BASILICATA,GIANLUCA RANIERI,857
BASILICATA,ANNA TONIA RAVICINI,6
BASILICATA,CARMELA RESCIGNO,1783
BASILICATA,MICHELA RESCIGNO,408
BASILICATA,DANIELA RINALDINI,7
BASILICATA,MARCO RIZZO,306
BASILICATA,ERALDO RIZZUTI,4
BASILICATA,FRANCO ROBERTI,6919
BASILICATA,SALVATORE RONGHI,170
BASILICATA,SIMONA RUSSO,945
BASILICATA,VINCENZO SACCO,2
BASILICATA,MATTEO SALVINI,16484
BASILICATA,SIMONA SAPIGNOLI,372
BASILICATA,INGRID SATTEL,8
BASILICATA,LUCIA SBANO,2
BASILICATA,ALESSANDRA SENATORE,370
BASILICATA,NADIA SGRO,65
BASILICATA,ALESSANDRA SICILIANO,25
BASILICATA,SERGIO PAOLO FRANCESCO SILVESTRIS,787
BASILICATA,VINCENZO SOFO,2883
BASILICATA,EMMANUELE SOMMA,10
BASILICATA,CARMINE SPIAGGIA,21
BASILICATA,CRISTINA SPINELLI,1
BASILICATA,EMMA STAINE,117
BASILICATA,INNOCENZA ANNA STARACE,17
BASILICATA,SILVIA STEFANI,5
BASILICATA,ELEONORA STOMEO,27
BASILICATA,IVAN STOMEO,254
BASILICATA,ROSARIA TALARICO,5
BASILICATA,RAFFAELLA TANDOI,11
BASILICATA,LAURA TERRANA,21
BASILICATA,GIUSEPPINA TESORIERO,1
BASILICATA,ANTONIO TISCI,2534
BASILICATA,LOREDANA TOMACIELLO,3
BASILICATA,AURELIO TOMMASETTI,1248
BASILICATA,UGO TOZZI,258
BASILICATA,EMANUELA TRIMARCHI,58
BASILICATA,MICHELINA TUMMOLO,2
BASILICATA,GIUSEPPE VENTURA,22
BASILICATA,MARIANGELA VERARDI,43
BASILICATA,MARIELLA VERDOLIVA,59
BASILICATA,LUCREZIA VINCI,183
BASILICATA,VALERIA VOTANO,19
BASILICATA,LUCIA VUOLO,578
BASILICATA,LUISANTONIO ZANIN,7
BASILICATA,FELICE ZINGARELLI,11
BASILICATA,MARGHERITA ANTONIA ZUMBO,2
CALABRIA,MICHELE ABBATICCHIO,203
CALABRIA,KATIA ACQUAVIVA,13
CALABRIA,FRANCESCO ADAMO,530
CALABRIA,RAFFAELLO ADESSO,140
CALABRIA,ISABELLA ADINOLFI,1908
CALABRIA,DANIELA AIUTO,161
CALABRIA,CROCIFISSO ALOISI,48
CALABRIA,CIRO AMALFI,144
CALABRIA,APOLLONIA AMATI,7
CALABRIA,MONICA AMICI,5
CALABRIA,ORLANDO AMODEO,2048
CALABRIA,ILARIA ANTELMI,1104
CALABRIA,DOMENICO AQUINO,9
CALABRIA,SILVANA ARBIA,315
CALABRIA,VIOLETTA ARCURI,112
CALABRIA,MICHELA ARRICALE,90
CALABRIA,FRANCO AUFIERO,96
CALABRIA,ALESSIA AUGELLO,3
CALABRIA,LUCA AVAGNINA,78
CALABRIA,VITO AVALLONE,788
CALABRIA,ROSARIO ACHILLE AVERSA,10965
CALABRIA,ELIANA BALDO,475
CALABRIA,GERARTA BALLO,6351
CALABRIA,CARLO BARBANO,2
CALABRIA,GIUSEPPE BARBARO,114
CALABRIA,CRISTINA DIANA BARGU,39
CALABRIA,GIOVANNINA BASTONE,151
CALABRIA,CARMELA BELLAME,168
CALABRIA,LAURA BERGAMINI,162
CALABRIA,SILVIO BERLUSCONI,26837
CALABRIA,ALDO BERNARDINI,8
CALABRIA,PIETRO BEVILACQUA,1603
CALABRIA,LAURA BIANCINI,11
CALABRIA,SARA BONANNO,7
CALABRIA,GIOVANBATTISTA BONDESAN,82
CALABRIA,VINCENZO BOTTA,50
CALABRIA,NICOLA BRIENZA,369
CALABRIA,ANNUNZIATA BRUNO,78
CALABRIA,FORTUNATO MARIA CACCIATORE,2481
CALABRIA,STEFANIA CALCAGNO,17
CALABRIA,DANIELA CALDERANO,631
CALABRIA,FULVIA MICHELA CALIGIURI,18887
CALABRIA,ISABELLA CAMPANA,386
CALABRIA,TERESA CANTONE,0
CALABRIA,LUCA CAPPELLETTI,7
CALABRIA,NICOLA CAPUANO,66
CALABRIA,NICOLA CAPUTO,11431
CALABRIA,DOMENICO CARLUCCI,0
CALABRIA,ANDREA CAROPPO,3643
CALABRIA,COSIMO DAMIANO CARTELLINO,44
CALABRIA,MASSIMO CASANOVA,6844
CALABRIA,LUIGI CATALANO,353
CALABRIA,SALVATORE CATELLO,1
CALABRIA,LAURA CAVALIERO,23
CALABRIA,PAOLA CAVALLETTO,7
CALABRIA,CRISTIANO CERIELLO,160
CALABRIA,GIANCARLO CERRELLI,5739
CALABRIA,CATERINA CERRONI,3278
CALABRIA,LORENZO CESA,8483
CALABRIA,EMMA CHIAIA,64
CALABRIA,MARIAGRAZIA CHIUSOLO,640
CALABRIA,DIEGO AMEDEO CIANCETTA,10
CALABRIA,LEONARDO CICCOPIEDI,459
CALABRIA,ANNA CIRIANI,168
CALABRIA,ADRIANA COLACICCO,108
CALABRIA,ELVIO COVINO,980
CALABRIA,ANDREA COZZOLINO,21774
CALABRIA,ROSARIA CUOMO,19
CALABRIA,ANTONELLO D'ALOISIO,92
CALABRIA,ROSA D'AMATO,1548
CALABRIA,FILOMENA D'ANTINI,719
CALABRIA,ELEONORA D'ANTONI,10
CALABRIA,MARGHERITA D'URBANO,123
CALABRIA,GIUSTINO D'UVA,3
CALABRIA,REBECCA DAMIANI,2
CALABRIA,MARCO DE ANDREIS,49
CALABRIA,ELISABETTA DE BLASIS,237
CALABRIA,BEATRICE DE DONATO,769
CALABRIA,CIRA DE FALCO,7
CALABRIA,ALBERTO CLAUDIO DE GIGLIO,1378
CALABRIA,MARIA CRISTINA DE PASCALIS,6
CALABRIA,SERENA DEL NEGRO,3297
CALABRIA,FLAVIO DEL SOLDATO,5
CALABRIA,LIVIA DELL'ANNA,26
CALABRIA,DANILO DELLA VALLE,1232
CALABRIA,KATIA DI LELLA,5
CALABRIA,LUIGI DI LIBERTO,93
CALABRIA,LOREDANA DI LORENZO,33
CALABRIA,ANTIMINA DI MATTEO,448
CALABRIA,VALERIA DI NINO,321
CALABRIA,NICOLA DI PALMA,55
CALABRIA,PAOLA DI SALVATORE,42
CALABRIA,MARCO DI SALVO,15
CALABRIA,PIERFRANCESCO DI SALVO,4
CALABRIA,SIMONE DI STEFANO,574
CALABRIA,ROBERTA DIANA,2
CALABRIA,FRANCA ROSARIA ESPOSITO,65
CALABRIA,LUIGI ESPOSITO,171
CALABRIA,GIOVANNI FABBRIS,266
CALABRIA,MIRCO FANIZZI,9
CALABRIA,ANNUNZIATA FARASO,19
CALABRIA,ENRICO FARINA,1532
CALABRIA,GIULIANA FARINARO,26
CALABRIA,ASCENZA LOREDANA FASANO,31
CALABRIA,ROSSELLA  FASULO,29
CALABRIA,ANGELO FRANCESCO FAZZARI,88
CALABRIA,ALESSIO FENIELLO,3
CALABRIA,GIUSEPPE FERRANDINO,7954
CALABRIA,LAURA FERRARA,42683
CALABRIA,SARA FERRI,165
CALABRIA,ROBERTO FIORE,403
CALABRIA,LUCIA FIRMANI,6
CALABRIA,RAFFAELE FITTO,11058
CALABRIA,EMMANUELA FLORINO,96
CALABRIA,ELEONORA FORENZA,4545
CALABRIA,ALESSANDRO FUCITO,1424
CALABRIA,MARIO FURORE,2710
