REGIONE,Candidato,PREFERENZE
EMILIA-ROMAGNA,LAURA PUPPATO,3968
EMILIA-ROMAGNA,ANNA TONIA RAVICINI,87
EMILIA-ROMAGNA,ILENIA RENTO,450
EMILIA-ROMAGNA,DANIELA RINALDINI,27
EMILIA-ROMAGNA,MARCO RIZZO,1213
EMILIA-ROMAGNA,FRANCESCO ROLLERI,2226
EMILIA-ROMAGNA,FEDERICA SABBATI,1056
EMILIA-ROMAGNA,VALENTINO ANTONIO SACCO,7
EMILIA-ROMAGNA,LUCA SACCONE,159
EMILIA-ROMAGNA,MATTEO SALVINI,127397
EMILIA-ROMAGNA,MARIA CRISTINA SANDRIN,335
EMILIA-ROMAGNA,MASSIMILIANO SANTINI,3138
EMILIA-ROMAGNA,ISABELLA SARTOGO,17
EMILIA-ROMAGNA,GIULIA SASSO,33
EMILIA-ROMAGNA,SANDRA SAVINO,525
EMILIA-ROMAGNA,MATTEO SEGATTA,230
EMILIA-ROMAGNA,CLAUDIA SEGNANA,20
EMILIA-ROMAGNA,REMO SERNAGIOTTO,667
EMILIA-ROMAGNA,SILVIA STEFANI,27
EMILIA-ROMAGNA,GIANFRANCO STELLA,825
EMILIA-ROMAGNA,IVO TAROLLI,109
EMILIA-ROMAGNA,MONICA TESS,15
EMILIA-ROMAGNA,ROBERTA TOFFANIN,536
EMILIA-ROMAGNA,PATRIZIA TOSELLI,48
EMILIA-ROMAGNA,MATTEO TOSETTO,40
EMILIA-ROMAGNA,ROSANNA TRACUZZI SPADARO,38
EMILIA-ROMAGNA,MARCO TRAPASSI,70
EMILIA-ROMAGNA,MARIA GRAZIA TROMBETTA,8
EMILIA-ROMAGNA,ELISABETTA UCCELLO,95
EMILIA-ROMAGNA,MARTINA VALENTINCIC,7
EMILIA-ROMAGNA,MASSIMO VALPIANA,411
EMILIA-ROMAGNA,ACHILLE VARIATI,851
EMILIA-ROMAGNA,STEFANIA VENIR,3
EMILIA-ROMAGNA,MANUELA VETTORELLO,6
EMILIA-ROMAGNA,CANZIO GIUSEPPE VISENTIN,72
EMILIA-ROMAGNA,OTTO VON DELLEMANN,9
EMILIA-ROMAGNA,LAYLA YUSUF MOHAMUD,1119
EMILIA-ROMAGNA,SILVIA ZAMBONI,3381
EMILIA-ROMAGNA,MARIA CHIARA ZANDONELLA FRACCHIEL,33
EMILIA-ROMAGNA,CRISTIANO ZANELLA,675
EMILIA-ROMAGNA,LUISANTONIO ZANIN,41
EMILIA-ROMAGNA,VALERIO ZOGGIA,33
EMILIA-ROMAGNA,MARCO ZULLO,4095
FRIULI-VENEZIA GIULIA,MARCO AFFRONTE,133
FRIULI-VENEZIA GIULIA,ISMAIL AIT YAHYA,77
FRIULI-VENEZIA GIULIA,UMBERTO AMATO,2
FRIULI-VENEZIA GIULIA,GIORGIO ANDRIAN,111
FRIULI-VENEZIA GIULIA,LAURA ANTONINI,120
FRIULI-VENEZIA GIULIA,GEORGIOS APOSTOLOU,13
FRIULI-VENEZIA GIULIA,SILVANA ARBIA,16
FRIULI-VENEZIA GIULIA,ALESSIA AUGELLO,13
FRIULI-VENEZIA GIULIA,BRIGITTE MARIE AUTRET,2
FRIULI-VENEZIA GIULIA,ROBERTO AZZALIN,22
FRIULI-VENEZIA GIULIA,FRANCESCA BARBIERATO,1
FRIULI-VENEZIA GIULIA,CRISTINA DIANA BARGU,28
FRIULI-VENEZIA GIULIA,ALESSANDRA BASSO,2707
FRIULI-VENEZIA GIULIA,GIOVANNINA BASTONE,5
FRIULI-VENEZIA GIULIA,ROBERTO BATTISTON,2036
FRIULI-VENEZIA GIULIA,MADDALENA BEDEI,1
FRIULI-VENEZIA GIULIA,ANDREA BELLAVITE,1305
FRIULI-VENEZIA GIULIA,FIORELLA BELPOGGI,111
FRIULI-VENEZIA GIULIA,LAURA BERGAMINI,84
FRIULI-VENEZIA GIULIA,SERGIO ANTONIO BERLATO,934
FRIULI-VENEZIA GIULIA,SILVIO BERLUSCONI,13871
FRIULI-VENEZIA GIULIA,UGO BERTINELLI,1
FRIULI-VENEZIA GIULIA,CHIARA BERTOGALLI,223
FRIULI-VENEZIA GIULIA,EMANUELA BIAGI,16
FRIULI-VENEZIA GIULIA,MARA BIZZOTTO,1073
FRIULI-VENEZIA GIULIA,CRISTIAN BOLZONELLA,177
FRIULI-VENEZIA GIULIA,ANDREA BONAZZA,23
FRIULI-VENEZIA GIULIA,ANGELO BONELLI,347
FRIULI-VENEZIA GIULIA,PAOLO BORCHIA,1168
FRIULI-VENEZIA GIULIA,DAVID BORRELLI,151
FRIULI-VENEZIA GIULIA,ALICE BROMBIN,93
FRIULI-VENEZIA GIULIA,ANNUNZIATA BRUNO,14
FRIULI-VENEZIA GIULIA,ROBERTO BUSSINELLO,8
FRIULI-VENEZIA GIULIA,STEFANIA CALCAGNO,70
FRIULI-VENEZIA GIULIA,CARLO CALENDA,31846
FRIULI-VENEZIA GIULIA,GLORIA CALLARELLI,20
FRIULI-VENEZIA GIULIA,ANTONIO SILVIO CALO',1082
FRIULI-VENEZIA GIULIA,ISABELLA CAMPANA,56
FRIULI-VENEZIA GIULIA,VLADIMIRO CAMPELLO,144
FRIULI-VENEZIA GIULIA,ANTONIO CANDIELLO,143
FRIULI-VENEZIA GIULIA,CARLO ANDREA CARDONA,1
FRIULI-VENEZIA GIULIA,VALENTINA CASTALDINI,358
FRIULI-VENEZIA GIULIA,LUCA CASTELLINI,10
FRIULI-VENEZIA GIULIA,ALESSIA CERENTIN,148
FRIULI-VENEZIA GIULIA,CRISTIANO CERIELLO,148
FRIULI-VENEZIA GIULIA,ADELMO CERVI,290
FRIULI-VENEZIA GIULIA,ALESSANDRA CHIANTONI,112
FRIULI-VENEZIA GIULIA,GIANMARCO CHILELLI,3
FRIULI-VENEZIA GIULIA,GIOVANNI CHIUCCHI,34
FRIULI-VENEZIA GIULIA,TIZIANA CIMOLINO,1002
FRIULI-VENEZIA GIULIA,RITA CINTI LUCIANI,145
FRIULI-VENEZIA GIULIA,VALLI' CIPRIANI,172
FRIULI-VENEZIA GIULIA,STEFANO CIRELLA,2
FRIULI-VENEZIA GIULIA,LUCA CIRIANI,8544
FRIULI-VENEZIA GIULIA,FRANCESCO CLUN,372
FRIULI-VENEZIA GIULIA,MAURO COLLINA,27
FRIULI-VENEZIA GIULIA,SIMONE CONDORELLI,4
FRIULI-VENEZIA GIULIA,CARLA CONDURSO,20
FRIULI-VENEZIA GIULIA,FIORENZO CONSOLI,1
FRIULI-VENEZIA GIULIA,ROSANNA CONTE,1235
FRIULI-VENEZIA GIULIA,SIMONE CONTRO,194
FRIULI-VENEZIA GIULIA,FEDERICO CORSO,35
FRIULI-VENEZIA GIULIA,GIUSEPPE COSSALTER,16
FRIULI-VENEZIA GIULIA,EMANUELE CROSATO,187
FRIULI-VENEZIA GIULIA,ELEONORA D'ANTONI,5
FRIULI-VENEZIA GIULIA,MILENA D'IMPERIO,17
FRIULI-VENEZIA GIULIA,GIANANTONIO DA RE,364
FRIULI-VENEZIA GIULIA,VIVIANA DAL CIN,3495
FRIULI-VENEZIA GIULIA,CINZIA DAL ZOTTO,576
FRIULI-VENEZIA GIULIA,RENATA DALFIUME,39
FRIULI-VENEZIA GIULIA,LORENZO DAMIANO,10
FRIULI-VENEZIA GIULIA,PHILIPPE LOUIS FRANCOIS DAVERIO,2052
FRIULI-VENEZIA GIULIA,MARCO DE ANDREIS,66
FRIULI-VENEZIA GIULIA,MARTINE DE BIASI,54
FRIULI-VENEZIA GIULIA,LUISA DE BIASIO CALIMANI,82
FRIULI-VENEZIA GIULIA,MIRKO DE CARLI,216
FRIULI-VENEZIA GIULIA,PAOLO DE CASTRO,1856
FRIULI-VENEZIA GIULIA,ISABELLA DE MONTE,30085
FRIULI-VENEZIA GIULIA,ROSA DE NUNZIO,1
FRIULI-VENEZIA GIULIA,LUIGI DI LIBERTO,62
FRIULI-VENEZIA GIULIA,SIMONE DI STEFANO,735
FRIULI-VENEZIA GIULIA,MATIAS EDUARDO DIAZ CRESCITELLI,87
FRIULI-VENEZIA GIULIA,HERBERT DORFMANN,582
FRIULI-VENEZIA GIULIA,ISABELLA DOTTO,176
FRIULI-VENEZIA GIULIA,MARCO DREOSTO,22031
FRIULI-VENEZIA GIULIA,MICHELE FACCI,112
FRIULI-VENEZIA GIULIA,ROBERTO FIORE,119
FRIULI-VENEZIA GIULIA,CLAUDIO FOCHI,164
FRIULI-VENEZIA GIULIA,CRISTINA FOLCHINI,9
FRIULI-VENEZIA GIULIA,EUGENIA FORTUNI,54
FRIULI-VENEZIA GIULIA,CATERINA FOTI,5
FRIULI-VENEZIA GIULIA,MONICA FRANCH,9
FRIULI-VENEZIA GIULIA,LORENZO FRANCHI,3
FRIULI-VENEZIA GIULIA,CARLA FRANCHINI,184
FRIULI-VENEZIA GIULIA,IZTOK FURLANIČ,1061
FRIULI-VENEZIA GIULIA,EUGENIO FUSIGNANI,34
FRIULI-VENEZIA GIULIA,CLAUDIA GAGLIANO,5
FRIULI-VENEZIA GIULIA,SAVERIO GALLI TORRINI,0
FRIULI-VENEZIA GIULIA,CLARA GALLOSI,231
FRIULI-VENEZIA GIULIA,PAOLA GANZ,49
FRIULI-VENEZIA GIULIA,ELISABETTA GARDINI,1544
FRIULI-VENEZIA GIULIA,MATTEO GAZZINI,767
FRIULI-VENEZIA GIULIA,FRANCESCA GEROSA,126
FRIULI-VENEZIA GIULIA,PAOLA GHIDONI,319
FRIULI-VENEZIA GIULIA,MANUEL GHILARDELLI,55
FRIULI-VENEZIA GIULIA,DANIELA GIANNINI,8
FRIULI-VENEZIA GIULIA,GIACOMO GIANOLLA,17
FRIULI-VENEZIA GIULIA,ILARIA GIORGETTI,26
FRIULI-VENEZIA GIULIA,PAOLA GIROLAMI,15
FRIULI-VENEZIA GIULIA,PAOLO GOTTARELLI,44
FRIULI-VENEZIA GIULIA,ROBERTO GUALANDI,6
FRIULI-VENEZIA GIULIA,ELISABETTA GUALMINI,2873
FRIULI-VENEZIA GIULIA,ALESSANDRA GUATTERI,131
FRIULI-VENEZIA GIULIA,LUIGI GUBELLO,133
FRIULI-VENEZIA GIULIA,MARIA CECILIA GUERRA,1765
FRIULI-VENEZIA GIULIA,ARAM GUREKIAN,13
FRIULI-VENEZIA GIULIA,RENATE HOLZEISEN,113
FRIULI-VENEZIA GIULIA,FURIO HONSELL,21317
FRIULI-VENEZIA GIULIA,JUDITH KIENZL,85
FRIULI-VENEZIA GIULIA,KASHETU KYENGE,3628
FRIULI-VENEZIA GIULIA,ALESSIO LA CHINA,8
FRIULI-VENEZIA GIULIA,PAOLO LA TRIGLIA,6
FRIULI-VENEZIA GIULIA,MICHELE LAGANA',0
FRIULI-VENEZIA GIULIA,SALVATORE LANTINO,243
FRIULI-VENEZIA GIULIA,NORBERT LANTSCHNER,186
FRIULI-VENEZIA GIULIA,LUCA LEARDINI,1
FRIULI-VENEZIA GIULIA,ANNA LESO,23
FRIULI-VENEZIA GIULIA,ELENA LIZZI,23288
FRIULI-VENEZIA GIULIA,FATOU BORO LO,189
FRIULI-VENEZIA GIULIA,MANUELA MALANDRUCCO,7
FRIULI-VENEZIA GIULIA,MARIO MALOSSINI,173
FRIULI-VENEZIA GIULIA,CHIARA MANCINI,92
FRIULI-VENEZIA GIULIA,GIULIA MANZAN,1730
FRIULI-VENEZIA GIULIA,SILVJA MANZI,561
FRIULI-VENEZIA GIULIA,STEFANIA MARCANTE,5
FRIULI-VENEZIA GIULIA,MARIA MARCIANO',3
FRIULI-VENEZIA GIULIA,MASSIMO MARIOTTI,96
FRIULI-VENEZIA GIULIA,EMMA MARZARI,0
FRIULI-VENEZIA GIULIA,ELENA MAZZONI,498
FRIULI-VENEZIA GIULIA,GIORGIA MELONI,12266
FRIULI-VENEZIA GIULIA,ULDERICA MENNELLA,54
FRIULI-VENEZIA GIULIA,AGOSTINO MIGLIORINI,26
FRIULI-VENEZIA GIULIA,ANDREA MONDINI,3
FRIULI-VENEZIA GIULIA,PASQUALE MONTALTO,10
FRIULI-VENEZIA GIULIA,ALBERTO MONTORO,8
FRIULI-VENEZIA GIULIA,PIER PAOLO MORA,2
FRIULI-VENEZIA GIULIA,ALESSANDRA MORETTI,2530
FRIULI-VENEZIA GIULIA,MARCO MORI,260
FRIULI-VENEZIA GIULIA,ROBERTA MORI,563
FRIULI-VENEZIA GIULIA,ALBERTO MUSACCHIO,27
FRIULI-VENEZIA GIULIA,ALESSANDRO MUSTILLO,38
FRIULI-VENEZIA GIULIA,KLAUS MUTSCHLECHNER,5
FRIULI-VENEZIA GIULIA,DAVIDE NAVA,92
FRIULI-VENEZIA GIULIA,LAURA NERI,32
FRIULI-VENEZIA GIULIA,EMILIANO OCCHI,87
FRIULI-VENEZIA GIULIA,MICHELE OLIVOTTO,2
FRIULI-VENEZIA GIULIA,GABRIELE PADOVANI,70
FRIULI-VENEZIA GIULIA,FRANCESCA PANGALLO,2
FRIULI-VENEZIA GIULIA,GIUSEPPE PAPA,25
FRIULI-VENEZIA GIULIA,GIORGIO PASETTO,61
FRIULI-VENEZIA GIULIA,VALENTINA PIATTELLI,8
FRIULI-VENEZIA GIULIA,FABIO PIETRELLA,28
FRIULI-VENEZIA GIULIA,MARIA CHIARA PIEVATOLO,7
FRIULI-VENEZIA GIULIA,SABRINA PIGNEDOLI,1618
FRIULI-VENEZIA GIULIA,GIULIA PILLONI,7
FRIULI-VENEZIA GIULIA,NADIA PISEDDU,197
FRIULI-VENEZIA GIULIA,IRENE MARIA PIVETTI,1131
FRIULI-VENEZIA GIULIA,FEDERICO PIZZAROTTI,1859
FRIULI-VENEZIA GIULIA,SONJA ANNA PLANK,10
FRIULI-VENEZIA GIULIA,KATIA PORTARO,2
FRIULI-VENEZIA GIULIA,ALFREDO POSTERARO,22
FRIULI-VENEZIA GIULIA,FAUSTO POZZOBON,47
FRIULI-VENEZIA GIULIA,GIUSEPPE PRAŠEL,136
FRIULI-VENEZIA GIULIA,SILVIA PRODI,1013
FRIULI-VENEZIA GIULIA,FRANCESCA PUGLISI,325
FRIULI-VENEZIA GIULIA,MAURIZIO PUGLISI GHIZZI,2
FRIULI-VENEZIA GIULIA,LAURA PUPPATO,1905
FRIULI-VENEZIA GIULIA,ANNA TONIA RAVICINI,68
FRIULI-VENEZIA GIULIA,ILENIA RENTO,329
FRIULI-VENEZIA GIULIA,DANIELA RINALDINI,14
FRIULI-VENEZIA GIULIA,MARCO RIZZO,584
FRIULI-VENEZIA GIULIA,FRANCESCO ROLLERI,18
FRIULI-VENEZIA GIULIA,FEDERICA SABBATI,1240
FRIULI-VENEZIA GIULIA,VALENTINO ANTONIO SACCO,2
FRIULI-VENEZIA GIULIA,LUCA SACCONE,120
FRIULI-VENEZIA GIULIA,MATTEO SALVINI,73126
FRIULI-VENEZIA GIULIA,MARIA CRISTINA SANDRIN,547
FRIULI-VENEZIA GIULIA,MASSIMILIANO SANTINI,181
FRIULI-VENEZIA GIULIA,ISABELLA SARTOGO,138
FRIULI-VENEZIA GIULIA,GIULIA SASSO,1
FRIULI-VENEZIA GIULIA,SANDRA SAVINO,5971
FRIULI-VENEZIA GIULIA,MATTEO SEGATTA,59
FRIULI-VENEZIA GIULIA,CLAUDIA SEGNANA,1
FRIULI-VENEZIA GIULIA,REMO SERNAGIOTTO,283
FRIULI-VENEZIA GIULIA,SILVIA STEFANI,15
FRIULI-VENEZIA GIULIA,GIANFRANCO STELLA,97
FRIULI-VENEZIA GIULIA,IVO TAROLLI,46
FRIULI-VENEZIA GIULIA,MONICA TESS,320
FRIULI-VENEZIA GIULIA,ROBERTA TOFFANIN,163
FRIULI-VENEZIA GIULIA,PATRIZIA TOSELLI,3
FRIULI-VENEZIA GIULIA,MATTEO TOSETTO,27
FRIULI-VENEZIA GIULIA,ROSANNA TRACUZZI SPADARO,11
FRIULI-VENEZIA GIULIA,MARCO TRAPASSI,1
FRIULI-VENEZIA GIULIA,MARIA GRAZIA TROMBETTA,11
FRIULI-VENEZIA GIULIA,ELISABETTA UCCELLO,91
FRIULI-VENEZIA GIULIA,MARTINA VALENTINCIC,1246
FRIULI-VENEZIA GIULIA,MASSIMO VALPIANA,140
FRIULI-VENEZIA GIULIA,ACHILLE VARIATI,599
FRIULI-VENEZIA GIULIA,STEFANIA VENIR,39
FRIULI-VENEZIA GIULIA,MANUELA VETTORELLO,0
FRIULI-VENEZIA GIULIA,CANZIO GIUSEPPE VISENTIN,5
FRIULI-VENEZIA GIULIA,OTTO VON DELLEMANN,9
FRIULI-VENEZIA GIULIA,LAYLA YUSUF MOHAMUD,277
FRIULI-VENEZIA GIULIA,SILVIA ZAMBONI,847
FRIULI-VENEZIA GIULIA,MARIA CHIARA ZANDONELLA FRACCHIEL,19
FRIULI-VENEZIA GIULIA,CRISTIANO ZANELLA,402
FRIULI-VENEZIA GIULIA,LUISANTONIO ZANIN,47
FRIULI-VENEZIA GIULIA,VALERIO ZOGGIA,103
FRIULI-VENEZIA GIULIA,MARCO ZULLO,3651
LIGURIA,GIORGIO AGNELLINI,4
LIGURIA,FRANCESCO ALBERONI,492
LIGURIA,PAOLO ALLI,93
LIGURIA,MASSIMO AMATO,445
LIGURIA,MONICA AMICI,19
LIGURIA,HEIDI MONICA ANDREINA,668
LIGURIA,ALBERTO ANGHILERI,18
LIGURIA,GEORGIOS APOSTOLOU,12
LIGURIA,GIANCARLO ARCHETTI,23
LIGURIA,CIRO MASSIMO ARGENTINO,2
LIGURIA,AMIR ATROUS,49
LIGURIA,LUCA AVAGNINA,90
LIGURIA,SILVIA CAMILLA AVAGNINA,118
LIGURIA,CATERINA AVANZA,1334
LIGURIA,CRISTINA BAGNOLI,44
LIGURIA,DARIO BALOTTA,18
LIGURIA,SALVATORE BARBAGALLO,32
LIGURIA,GIOVANNI  BARBIERI,3
LIGURIA,ILARIA BARBONETTI,31
LIGURIA,SIMONA BARELLO,109
LIGURIA,CRISTINA DIANA BARGU,36
LIGURIA,ANNALISA BARONI,38
LIGURIA,GIOVANNINA BASTONE,8
LIGURIA,TIZIANA BEGHIN,5248
LIGURIA,BRANDO MARIA BENIFEI,25498
LIGURIA,LAURA BERGAMINI,84
LIGURIA,MAURIZIO BERGER,1
LIGURIA,SILVIO BERLUSCONI,17406
LIGURIA,GIOVANNI BERRINO,5238
LIGURIA,MONICA BERSANETTI,1037
LIGURIA,ELISABETTA BERTA,10
LIGURIA,MAURIZIA BERTONCINO,274
LIGURIA,FABRIZIO BERTOT,257
LIGURIA,LAURA BIANCINI,2
LIGURIA,SANDRA MARGARETTA ANNA BONANNI,9
LIGURIA,SARA BONANNO,8
LIGURIA,IGOR BONI,101
LIGURIA,UBALDO EMILIO BORCHI,2206
LIGURIA,PAUL STEPHEN BORILE,8
LIGURIA,DAMIANO BORMOLINI,41
LIGURIA,IVANA BORSOTTO,262
LIGURIA,CINZIA MARIA BOSSO,14
LIGURIA,ANTONELLA BOTTARELLI,1
LIGURIA,RONNI BOTTAZZI,3
LIGURIA,MARIA GABRIELLA BRANCA,1720
LIGURIA,FABIO AARON BRANCOTTI,4
LIGURIA,MERCEDES BRESSO,4767
LIGURIA,ANNUNZIATA BRUNO,11
LIGURIA,LORENZO CAFARCHIO,10
LIGURIA,MARCO ANSELMO LUCA CALAMARI,15
LIGURIA,STEFANIA CALCAGNO,86
LIGURIA,ISABELLA CAMPANA,82
LIGURIA,MARCO CAMPOMENOSI,15747
LIGURIA,DUILIO CANU,8
LIGURIA,ALESSANDRA CAPPELLARI,283
LIGURIA,ANTONIO CAPUTO,72
LIGURIA,SERGIO CARU',2
LIGURIA,ROSARIO  CARVELLI,1070
LIGURIA,EUGENIO CASALINO,1526
LIGURIA,MARTA CASIRAGHI,328
LIGURIA,CRISTINA CASSARIN,0
LIGURIA,CRISTINA ELISA CATTAFESTA,66
LIGURIA,DANTE CATTANEO,434
LIGURIA,ALLEGRA MIRIAM CAVALLI,1
LIGURIA,VALENTINA CERA,110
LIGURIA,CRISTIANO CERIELLO,122
LIGURIA,SILVANA CESANI,6
LIGURIA,MARINA CHIARELLI,55
LIGURIA,PAOLO CIANALINO,3
LIGURIA,ANGELO CIOCCA,1434
LIGURIA,ALESSANDRO CIOFINI,7
LIGURIA,ELEONORA CIRANT,754
LIGURIA,MARCO CIURCINA,4
LIGURIA,GIUSEPPE CIVATI,774
LIGURIA,NICOLA CLERICI,712
LIGURIA,PAOLA LETIZIA  COGGI,281
LIGURIA,LARA COMI,3939
LIGURIA,MARTINA COMPARELLI,81
LIGURIA,CARMELA CORTESE,0
LIGURIA,BENEDETTA GAIA COSMI,29
LIGURIA,EDDA CROSA,112
LIGURIA,PAOLO CROSIGNANI,137
LIGURIA,GABRIELLA  D'AMATO,48
LIGURIA,ELEONORA D'ANTONI,7
LIGURIA,LUCA DAMIAN,592
LIGURIA,MARIA ANGELA DANZI',2124
LIGURIA,ANGELO DAVOLI,46
LIGURIA,MARCO DE ANDREIS,38
LIGURIA,ROSA DE MATTEIS,5
LIGURIA,ANGELA  DE ROSA,171
LIGURIA,BENEDETTO DELLA VEDOVA,1130
LIGURIA,CHRISTIAN DI FEO,366
LIGURIA,LUIGI DI LIBERTO,130
LIGURIA,ALESSANDRO DI PIERRO,124
LIGURIA,SIMONE DI STEFANO,462
LIGURIA,VERONICA DINI,55
LIGURIA,FRANCESCA DRUETTI,158
LIGURIA,PAOLA EVANGELISTI,5
LIGURIA,ELEONORA EVI,1267
LIGURIA,GIULIANO FACCANI,290
LIGURIA,GIOVANNI FARINA,28
LIGURIA,ELISABETTA FATUZZO,37
LIGURIA,ENRICO FEDRIGHINI,21
LIGURIA,GIANMARIO LUIGI FERRAMONTI,2
LIGURIA,ALESSANDRA FERRARA,393
LIGURIA,SALVATORE FERRARA,3
LIGURIA,MONICA FERRARIS,202
LIGURIA,PAOLO FERRERO,1085
LIGURIA,NOVELLA FERRINI,41
LIGURIA,MARA FESTA,6
LIGURIA,CARLO FIDANZA,548
LIGURIA,ANIELLO FIERRO,52
LIGURIA,DOMENICO FINIGUERRA,389
LIGURIA,PIETRO FIOCCHI,330
LIGURIA,ROBERTO FIORE,86
LIGURIA,LUCIA FIRMANI,3
LIGURIA,ROBERTO FRECENTESE,7
LIGURIA,FRANCESCA FRIGERIO,2
LIGURIA,GIANNA GANCIA,669
LIGURIA,DANIELA  GARNERO SANTANCHE',455
LIGURIA,MARCO GHELLER,26
LIGURIA,AGOSTINO GHIGLIA,19
LIGURIA,GIULIANA GHIONE,3
LIGURIA,MARCO GHIRARDELLO,11
LIGURIA,DANIELA GIANNINI,12
LIGURIA,MARCELLA GILARDONI,78
LIGURIA,CHIARA GIORDANO,189
LIGURIA,ROBERTO POMPILIO GIUDICI,283
LIGURIA,FRANCESCO GRAGLIA,25
LIGURIA,PIERO GRAGLIA,518
LIGURIA,ELENA EVA MARIA  GRANDI,476
LIGURIA,GIOVANNI GRASSO,9
LIGURIA,MASSIMILIANO GRIMALDI,270
LIGURIA,LUIGI GUBELLO,28
LIGURIA,GRAZIANO GULLOTTA,8
LIGURIA,ARAM GUREKIAN,1
LIGURIA,MAURIZIO CARLO GIUSEPPE IMBIMBO,3
LIGURIA,BARA INOUSSA,67
LIGURIA,MARKUS JOHANNES KRIENKE,23
LIGURIA,CRISTINA LAGANA',17
LIGURIA,DANILO OSCAR LANCINI,63
LIGURIA,LORENZO LANG,23
LIGURIA,GIUSEPPE LAURIA,6
LIGURIA,MARIA LEONE,20
LIGURIA,PATRIZIA    LIBERALE,4
LIGURIA,ANTONIO LIMARDI,23
LIGURIA,ROSARIA LOMBARDI,22
LIGURIA,GIACOMO LOMBARDO,2
LIGURIA,ADDOLORATA LONGO,2
LIGURIA,PAOLA MACCHI,229
LIGURIA,ISA MAGGI,15
LIGURIA,PIERFRANCESCO MAJORINO,1940
LIGURIA,SILVIA MALIVINDI,3902
LIGURIA,ADRIANA MANTOAN,5
LIGURIA,SILVJA MANZI,509
LIGURIA,MARCO MARAZZI,130
LIGURIA,ELENA MARCELLINO,22
LIGURIA,PIETRO ANTONIO MARRAPODI,121
LIGURIA,LUCA MASSIRONI,45
LIGURIA,ANNA MASTROMARINO,355
LIGURIA,GIUSEPPE RENATO MASTRUZZO,171
LIGURIA,STEFANO GIOVANNI MAULLU,758
LIGURIA,GIORGIA MELONI,10274
LIGURIA,MARCO MESMAEKER,3350
LIGURIA,ALESSANDRA MICALIZZI,46
LIGURIA,MARIA CRISTINA MIGLIORE,182
LIGURIA,DELIA MILANESIO,1
LIGURIA,SONIA MODENESE,28
LIGURIA,GABRIELE MOLINARI,77
LIGURIA,NICOLETTA MOLINARI,42
LIGURIA,LAURA MOLTENI,395
LIGURIA,ALBERTO MONTORO,12
LIGURIA,ANTONIO ENRICO MORANDO,3178
LIGURIA,STEFANO MORCELLI,66
LIGURIA,ANDREA MORETTI,36
LIGURIA,MARCO MORI,551
LIGURIA,MARCO MORO,46
LIGURIA,FRANCESCA MORUCCHIO,2
LIGURIA,TIZIANA MOSSA,27
LIGURIA,MATTEO MOTTA,32
LIGURIA,PIER LUIGI MOTTINELLI,106
LIGURIA,ALBERTO MUSACCHIO,53
LIGURIA,PAOLO NARCISI,70
LIGURIA,CLAUDIO NEGRINI,0
LIGURIA,LIA ORFEI,76
LIGURIA,CARMINE PACENTE,386
LIGURIA,DANIELA PADOAN,230
LIGURIA,ANDREA PALUMBO,312
LIGURIA,ARGYRIOS PANAGOPOULOS,93
LIGURIA,MASSIMILIANO PANERO,5
LIGURIA,ALESSANDRO PANZA,235
LIGURIA,ROBERTA PAPARATTO,21
LIGURIA,STEFANIA PARMA,10
LIGURIA,MAURIZIO PARODI,321
LIGURIA,SILVIA  PARODI,1262
LIGURIA,MAURO PAROLINI,768
LIGURIA,GIULIA PASTORELLA,601
LIGURIA,MIRKO PAULON,24
LIGURIA,ROBERTA PERRONE,12
LIGURIA,EMANUELA PETER,14
LIGURIA,MARIA SILVIA ANGELA CONCETTA PETTINICCHIO,13
LIGURIA,CARLO PIANA,10
LIGURIA,VALENTINA PIATTELLI,7
LIGURIA,FEDERICA PICCHI,783
LIGURIA,MARIA CHIARA PIEVATOLO,6
LIGURIA,SALVATORE ANGELO PINTUS,118
LIGURIA,PAOLO PINZUTI,79
LIGURIA,PIERO PIROVANO,72
LIGURIA,GIULIANO PISAPIA,22666
LIGURIA,PAOLA PIZZIGHINI,91
LIGURIA,DANIELA POGGIO,150
LIGURIA,VITTORIA POGGIO,323
LIGURIA,PERLA POLEZZO,1
LIGURIA,MAFALDA POLI,17
LIGURIA,MORENA POLLINI,9
LIGURIA,EMANUELA PONGILUPPI ELEUTERI,62
LIGURIA,CRISTINA PORRO,8995
LIGURIA,MARIA ROSA ASSUNTA PORTA,73
LIGURIA,GIUSEPPE PRETE,148
LIGURIA,PIERO PUOZZO,156
LIGURIA,MARCO RACCA,184
LIGURIA,PAOLA RENATA RADAELLI,91
LIGURIA,ANGELICA RADICCHI,15518
LIGURIA,MIRKO RAUSO,52
LIGURIA,ANNA TONIA RAVICINI,18
LIGURIA,LUCA RICALDONE,1
LIGURIA,NOEMI PAOLA RICCARDI,23
LIGURIA,GUIDO RICCI,116
LIGURIA,BENEDETTA RINALDI,61
LIGURIA,DANIELA RINALDINI,18
LIGURIA,DINO GUIDO RINOLDI,50
LIGURIA,MARTINA RIVA,287
LIGURIA,MARCO RIZZO,726
LIGURIA,GIUSEPPE ROMELE,8
LIGURIA,CHIARA ROSSINI,56
LIGURIA,ROBERTO ROSSO,61
LIGURIA,MAURIZIA ROTA,39
LIGURIA,DANIELA RUFFINO,388
LIGURIA,MARGHERITA RUFFINO,7
LIGURIA,MARKO RUS,9
LIGURIA,STEFANO ROSARIO  SAIJA,1
LIGURIA,MASSIMILIANO SALINI,3028
